"Sample","meth.class","meth.family","col"
"GSM2404236_9379086164_R03C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404237_9379086155_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404238_9406922108_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404239_9406921149_R04C01","MELCYT","MELCYT","#102a46"
"GSM2404240_9406921038_R03C01","MELAN","MELAN","#0b4068"
"GSM2404241_9406921038_R04C01","MELAN","MELAN","#0b4068"
"GSM2404242_9406921038_R06C01","MELAN","MELAN","#0b4068"
"GSM2404243_9406921038_R01C02","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404244_9406921149_R06C01","MELCYT","MELCYT","#102a46"
"GSM2404245_9406921149_R01C02","MELCYT","MELCYT","#102a46"
"GSM2404246_9406921149_R02C02","MELCYT","MELCYT","#102a46"
"GSM2404247_9406921149_R03C02","MELCYT","MELCYT","#102a46"
"GSM2404248_9406921149_R05C02","MELCYT","MELCYT","#102a46"
"GSM2404249_9406921038_R02C02","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404250_9406921038_R04C02","MELAN","MELAN","#0b4068"
"GSM2404251_9406921038_R05C02","MELAN","MELAN","#0b4068"
"GSM2404252_9406921038_R06C02","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404253_9406921039_R01C01","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404254_9406921039_R02C01","MELAN","MELAN","#0b4068"
"GSM2404255_9406921039_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404256_9406921039_R06C01","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404257_9406921039_R04C02","LYMPHO","LYMPHO","#3c1b46"
"GSM2404258_9406921148_R06C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404259_9406921148_R01C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404260_9406921148_R02C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404261_9406921148_R03C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404262_9406921148_R04C02","ENB, B","MCF ENB","#ff8339"
"GSM2404263_9406921148_R05C02","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404264_9406921149_R02C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404265_9379086095_R06C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404266_9379086088_R06C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404267_9379086095_R04C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404268_9379086089_R06C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404269_9379086089_R05C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404270_9379086095_R02C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404271_9379086089_R02C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404272_9422491130_R01C01","PGG, nC","PGG, nC","#f5811d"
"GSM2404273_9422491130_R02C01","PGG, nC","PGG, nC","#f5811d"
"GSM2404274_9422491130_R02C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404275_9422491130_R03C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404276_9422491130_R04C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404277_9422491130_R06C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404278_9422491056_R04C01","ENB, A","MCF ENB","#aa4a1c"
"GSM2404279_9422491056_R05C01","ENB, B","MCF ENB","#ff8339"
"GSM2404280_9422491056_R01C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2404281_9422491056_R03C02","ENB, B","MCF ENB","#ff8339"
"GSM2404282_9422491056_R05C02","ENB, B","MCF ENB","#ff8339"
"GSM2404283_9422491056_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404284_9422491130_R01C02","PGG, nC","PGG, nC","#f5811d"
"GSM2404285_9379086120_R01C01","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404286_9407201028_R04C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404287_9407201028_R01C02","GBM, MES","MCF GBM ","#538533"
"GSM2404288_9407201027_R02C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404289_9407201027_R03C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404290_9407201027_R04C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404291_9407201027_R05C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404292_9407201027_R06C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404293_9407201028_R02C02","LIPN","LIPN","#de7b2c"
"GSM2404294_9407201028_R06C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404295_9407201029_R02C01","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404296_9407201029_R03C01","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404297_9407201029_R04C01","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404298_9407201029_R06C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404299_9407201029_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404300_9407201029_R06C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2404301_9407201030_R03C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2404302_9407201030_R01C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404303_9407201030_R02C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404304_9407201030_R04C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404305_9407201030_R05C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404306_9407201030_R06C02","LGG, DIG DIA","LGG, DIG DIA","#cd4d00"
"GSM2404307_9407201029_R05C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404308_9403904125_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404309_9403904111_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404310_9403904071_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404311_9403904111_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404312_9403904109_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404313_9403904111_R01C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404314_9403904125_R02C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404315_9403904071_R03C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404316_9403904109_R05C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404317_9422492026_R05C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2404318_9422492074_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404319_9422492026_R03C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404320_9422492035_R03C01","PXA","PXA","#7c46c9"
"GSM2404321_9422492074_R01C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404322_9422492035_R05C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2404323_9422492035_R03C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404324_9422492075_R03C01","LGG, GG","LGG, GG","#e4703a"
"GSM2404325_9422492026_R04C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404326_9422492035_R01C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404327_9422492075_R04C01","LGG, GG","LGG, GG","#e4703a"
"GSM2404328_9422492035_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404329_9422492075_R03C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2404330_9422492026_R06C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404331_9422492035_R04C01","LGG, GG","LGG, GG","#e4703a"
"GSM2404332_9422492074_R05C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404333_9422492035_R06C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404334_9422492075_R06C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404335_9422492075_R01C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404336_9422492035_R06C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404337_9422492035_R02C01","LGG, GG","LGG, GG","#e4703a"
"GSM2404338_9422492035_R02C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404339_9422492075_R06C01","LGG, GG","LGG, GG","#e4703a"
"GSM2404340_9422492075_R01C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404341_9422492026_R02C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404342_9407210003_R03C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404343_9407210003_R05C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404344_9407210003_R06C01","GBM, MES","MCF GBM ","#538533"
"GSM2404345_9407210003_R02C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404346_9407210003_R03C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404347_9407210003_R04C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404348_9407210003_R05C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404349_9407210003_R06C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404350_9407210069_R01C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404351_9407210069_R02C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404352_9407210069_R03C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404353_9407210069_R04C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404354_9407210069_R05C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404355_9407210069_R06C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404356_9407210069_R01C02","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404357_9407210069_R02C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404358_9407210069_R03C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404359_9407210069_R04C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404360_9407210069_R05C02","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404361_9407210069_R06C02","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404362_9407210090_R02C01","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404363_9407210090_R04C01","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404364_9407210090_R05C01","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404365_9407210090_R06C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404366_9407210090_R01C02","GBM, G34","GBM, G34","#55c056"
"GSM2404367_9407210090_R02C02","LGG, DIG DIA","LGG, DIG DIA","#cd4d00"
"GSM2404368_9407210090_R04C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404369_9422493146_R01C02","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404370_9422493146_R02C02","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404371_9422493146_R03C02","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404372_9422493146_R04C02","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404373_9422493146_R05C02","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404374_9422493146_R06C02","PITAD, STH DNS A","PITAD, STH DNS A","#01c3bd"
"GSM2404375_9422493151_R04C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404376_9422493151_R01C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2404377_9422493151_R02C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404378_9422493151_R03C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404379_9422493151_R06C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404380_9426020065_R03C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404381_9426020065_R04C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404382_9426020065_R05C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404383_9426020065_R06C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404384_9422493152_R02C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404385_9422493152_R03C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404386_9422493152_R04C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404387_9426020061_R02C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404388_9426020061_R06C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404389_9426020064_R01C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404390_9422493133_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404391_9426020065_R05C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404392_9426020064_R04C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404393_9426020064_R05C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404394_9426020064_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404395_9426020064_R01C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404396_9426020065_R06C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404397_9426020064_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404398_9426020064_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404399_9426020065_R01C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404400_9426020061_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404401_9426020065_R02C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404402_9426020065_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404403_9426020065_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404404_9426020061_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404405_9426021175_R05C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404406_9426021086_R01C01","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404407_9426021086_R02C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404408_9426021086_R03C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404409_9426021086_R04C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404410_9426021086_R05C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404411_9426021103_R01C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404412_9426021103_R02C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404413_9426021103_R03C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404414_9426021103_R04C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404415_9426021103_R05C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404416_9426021103_R06C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404417_9426021103_R01C02","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404418_9426021103_R02C02","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404419_9426021103_R03C02","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404420_9426021103_R04C02","PITAD, ACTH","PITAD, ACTH","#137d75"
"GSM2404421_9426021103_R05C02","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404422_9426021162_R02C01","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404423_9426021162_R03C01","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404424_9426021162_R05C01","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404425_9426021162_R01C02","PITAD, STH SPA","PITAD, STH SPA","#41ccbe"
"GSM2404426_9426021162_R03C02","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404427_9426021162_R04C02","PITAD, ACTH","PITAD, ACTH","#137d75"
"GSM2404428_9426021162_R05C02","PITAD, ACTH","PITAD, ACTH","#137d75"
"GSM2404429_9426021162_R06C02","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404430_9426021086_R01C02","EWS","EWS","#ce69ec"
"GSM2404431_9426021175_R06C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404432_9420867051_R05C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404433_9420867053_R06C01","MELAN","MELAN","#0b4068"
"GSM2404434_9420867053_R01C02","MELAN","MELAN","#0b4068"
"GSM2404435_9420867053_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404436_9420867053_R02C02","MELCYT","MELCYT","#102a46"
"GSM2404437_9420867053_R03C02","PITUI","PITUI","#58d8db"
"GSM2404438_9420867051_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404439_9420867051_R02C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404440_9420867051_R03C02","PTPR, A","PTPR, A","#aede8a"
"GSM2404441_9420867097_R02C01","PITUI","PITUI","#58d8db"
"GSM2404442_9420867097_R03C01","PITUI","PITUI","#58d8db"
"GSM2404443_9420867087_R01C01","PITUI","PITUI","#58d8db"
"GSM2404444_9420867087_R02C01","PITUI","PITUI","#58d8db"
"GSM2404445_9420867097_R02C02","CONTR, WM","CONTR, WM","#a8a8a8"
"GSM2404446_9420867097_R03C02","CONTR, WM","CONTR, WM","#a8a8a8"
"GSM2404447_9420867097_R04C02","CONTR, WM","CONTR, WM","#a8a8a8"
"GSM2404448_9420867087_R04C01","PXA","PXA","#7c46c9"
"GSM2404449_9420867087_R02C02","SCHW","SCHW","#ffe1b2"
"GSM2404450_9420867087_R04C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404451_9420867121_R02C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404452_9420867121_R05C01","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404453_9420867121_R06C01","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404454_9420867121_R01C02","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404455_9420867121_R04C02","PLASMA","PLASMA","#632f63"
"GSM2404456_9420867122_R02C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404457_9420867122_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404458_9420867122_R04C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404459_9420867122_R05C02","PIN T, PB B","PIN T,  PB B","#b6dc95"
"GSM2404460_9420867122_R06C02","PIN T, PB B","PIN T,  PB B","#b6dc95"
"GSM2404461_9420867125_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404462_9420867124_R01C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404463_9420867124_R04C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404464_9420867124_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404465_9444374132_R01C01","MNG","MNG","#d566d7"
"GSM2404466_9444374132_R02C01","MNG","MNG","#d566d7"
"GSM2404467_9444374132_R03C01","MNG","MNG","#d566d7"
"GSM2404468_9444374132_R04C01","MNG","MNG","#d566d7"
"GSM2404469_9444374132_R05C01","MNG","MNG","#d566d7"
"GSM2404470_9444374132_R06C01","MNG","MNG","#d566d7"
"GSM2404471_9444374132_R02C02","MNG","MNG","#d566d7"
"GSM2404472_9444374132_R03C02","SCHW","SCHW","#ffe1b2"
"GSM2404473_9444374132_R06C02","SCHW","SCHW","#ffe1b2"
"GSM2404474_9444374133_R02C01","SCHW","SCHW","#ffe1b2"
"GSM2404475_9444374133_R03C01","SCHW","SCHW","#ffe1b2"
"GSM2404476_9444374133_R02C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404477_9444374133_R05C02","LGG, GG","LGG, GG","#e4703a"
"GSM2404478_9444374133_R06C02","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404479_9444374134_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404480_9444374134_R02C01","GBM, G34","GBM, G34","#55c056"
"GSM2404481_9444374134_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404482_9444374134_R04C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404483_9444374134_R02C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404484_9444374134_R05C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404485_9444375019_R01C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2404486_9444375019_R04C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404487_9444375019_R05C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404488_9444375004_R06C01","GBM, G34","GBM, G34","#55c056"
"GSM2404489_9444375004_R01C02","GBM, G34","GBM, G34","#55c056"
"GSM2404490_9444375004_R02C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2404491_9444375004_R05C02","GBM, G34","GBM, G34","#55c056"
"GSM2404492_9444375004_R06C02","PXA","PXA","#7c46c9"
"GSM2404493_9444375014_R03C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404494_9444375014_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404495_9444375014_R01C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404496_9444375014_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404497_9444375014_R04C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404498_9444375014_R05C02","PXA","PXA","#7c46c9"
"GSM2404499_9444375017_R01C01","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404500_9444375017_R03C01","GBM, G34","GBM, G34","#55c056"
"GSM2404501_9444375017_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404502_9444375017_R01C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404503_9444375017_R03C02","PXA","PXA","#7c46c9"
"GSM2404504_9444375017_R04C02","PXA","PXA","#7c46c9"
"GSM2404505_9444375017_R05C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404506_9444375018_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404507_9444375018_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404508_9444375018_R06C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404509_9444375018_R04C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404510_9444375028_R05C01","ENB, A","MCF ENB","#aa4a1c"
"GSM2404511_9444375028_R04C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2404512_9444375028_R06C02","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404513_9444375033_R01C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404514_9444375033_R05C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404515_9444375033_R06C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404516_9444375033_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404517_9444375037_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404518_9444375037_R04C02","GBM, G34","GBM, G34","#55c056"
"GSM2404519_9444374147_R03C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404520_9444374157_R04C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404521_9444375114_R02C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2404522_9444375114_R03C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2404523_9444375114_R05C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404524_9444375114_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404525_9444375114_R06C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404526_9444375150_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2404527_9444375114_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404528_9444374168_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404529_9553932010_R01C01","ANA PA","ANA PA","#734ba9"
"GSM2404530_9553932010_R03C01","PIN T, PB B","PIN T,  PB B","#b6dc95"
"GSM2404531_9553932010_R04C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404532_9553932010_R02C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404533_9553932008_R06C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404534_9553932008_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404535_9553932002_R05C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404536_9553932010_R05C01","PXA","PXA","#7c46c9"
"GSM2404537_9553932008_R05C02","CHORDM","CHORDM","#fa8cff"
"GSM2404538_9553932008_R06C02","CHORDM","CHORDM","#fa8cff"
"GSM2404539_9610361003_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404540_9553932012_R04C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404541_9553932029_R03C01","MELCYT","MELCYT","#102a46"
"GSM2404542_9553932029_R04C01","MELCYT","MELCYT","#102a46"
"GSM2404543_9553932029_R05C01","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404544_9553932029_R01C02","MELCYT","MELCYT","#102a46"
"GSM2404545_9553932029_R02C02","SCHW, MEL","SCHW, MEL","#f7ca8a"
"GSM2404546_9553932029_R05C02","GBM, MES","MCF GBM ","#538533"
"GSM2404547_9553932029_R06C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404548_9553932030_R01C01","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404549_9553932030_R04C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404550_9553932030_R05C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2404551_9553932053_R01C02","PIN T, PB A","PIN T,  PB A","#cbf5af"
"GSM2404552_9553932029_R06C01","LGG, RGNT","LGG, RGNT","#f79246"
"GSM2404553_9553932053_R02C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404554_9553932053_R04C02","LIPN","LIPN","#de7b2c"
"GSM2404555_9553932113_R01C02","CONTR, ADENOPIT","CONTR, ADENOPIT","#d3d3d3"
"GSM2404556_9553932098_R03C02","IHG","IHG","#d0bbd8"
"GSM2404557_9553932113_R04C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404558_9553932113_R05C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404559_9553932113_R06C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404560_9553932123_R01C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404561_9553932123_R02C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404562_9553932088_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404563_9553932123_R01C02","PXA","PXA","#7c46c9"
"GSM2404564_9553932088_R06C02","CHGL","CHGL","#b37dec"
"GSM2404565_9553932123_R02C02","LIPN","LIPN","#de7b2c"
"GSM2404566_9553932123_R05C02","EWS","EWS","#ce69ec"
"GSM2404567_9553932098_R05C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404568_9611518113_R01C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404569_9611518113_R02C02","GBM, RTK II","MCF GBM ","#7af870"
